block,run_id,cell,pair,role,phase,sample,q_before_ns,windows_ns,q_after_ns,rtt_ns,offset_windows_minus_q_ns
4,20260715T211759Z.30531-b4-off,mw_tcp_mixed,8,destination_init,after,2,1784151781901983000,1784151777288470000,1784151781902451000,468000,-4613747000
4,20260715T211759Z.30531-b4-off,mw_tcp_mixed,8,destination_init,after,3,1784151781902704000,1784151777289157000,1784151781903076000,372000,-4613733000
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,source_init,before,1,1784151792063268000,1784151787735138100,1784151792354498000,291230000,-4473744900
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,source_init,before,2,1784151792355084000,1784151787741492700,1784151792355517000,433000,-4613807800
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,source_init,before,3,1784151792355721000,1784151787742049900,1784151792356009000,288000,-4613815100
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,source_init,after,1,1784151794044689000,1784151789699052100,1784151794317427000,272738000,-4482005900
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,source_init,after,2,1784151794318042000,1784151789704476400,1784151794318633000,591000,-4613861100
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,source_init,after,3,1784151794318911000,1784151789705297900,1784151794319760000,849000,-4614037600
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,destination_init,before,1,1784151801728741000,1784151797398432200,1784151802017828000,289087000,-4474852300
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,destination_init,before,2,1784151802018666000,1784151797404998900,1784151802019144000,478000,-4613906100
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,destination_init,before,3,1784151802019436000,1784151797405706200,1784151802019795000,359000,-4613909300
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,destination_init,after,1,1784151803260028000,1784151798916436000,1784151803535209000,275181000,-4481182500
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,destination_init,after,2,1784151803535947000,1784151798922320700,1784151803536555000,608000,-4613930300
4,20260715T211759Z.30531-b4-off,wm_tcp_mixed,8,destination_init,after,3,1784151803536881000,1784151798923189500,1784151803537362000,481000,-4613932000
